CSAFP,CBSAFP,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
,27100,27100,310M700US27100,"Jackson, MI","Jackson, MI Metro Area",M1,1,G3110,1817919505,55918789,+42.2484738,-084.4208679,1874.4317535167766,0.1
298,27140,27140,310M700US27140,"Jackson, MS","Jackson, MS Metro Area",M1,1,G3110,15576832567,233765726,+32.4263105,-090.1364218,15832.252484093016,0.1
,27180,27180,310M700US27180,"Jackson, TN","Jackson, TN Metro Area",M1,1,G3110,4431944976,7224174,+35.7532151,-088.8826924,4438.8150449638615,0.1
,27220,27220,310M700US27220,"Jackson, WY-ID","Jackson, WY-ID Micro Area",M2,2,G3110,11514921956,573735666,+44.0486620,-110.4260870,13183.188757995236,0.1
300,27260,27260,310M700US27260,"Jacksonville, FL","Jacksonville, FL Metro Area",M1,1,G3110,8292561129,1286335843,+30.2341838,-081.7560331,9631.797118287925,0.1
522,27300,27300,310M700US27300,"Jacksonville, IL","Jacksonville, IL Micro Area",M2,2,G3110,2123137846,13868094,+39.6939496,-090.2850474,2139.4862279102254,0.1
,27340,27340,310M700US27340,"Jacksonville, NC","Jacksonville, NC Metro Area",M1,1,G3110,1973791551,370648831,+34.7631087,-077.4994691,2387.5017200290313,0.1
540,27380,27380,310M700US27380,"Jacksonville, TX","Jacksonville, TX Micro Area",M2,2,G3110,2727137884,23876781,+31.8438807,-095.1563425,2789.63158866284,0.1
,27420,27420,310M700US27420,"Jamestown, ND","Jamestown, ND Micro Area",M2,2,G3110,5754703472,197271625,+46.9722235,-098.9561228,6068.943642330873,0.1
,27460,27460,310M700US27460,"Jamestown-Dunkirk, NY","Jamestown-Dunkirk, NY Micro Area",M2,2,G3110,2746450221,1139029655,+42.3042159,-079.4075949,3919.985908188272,0.1
357,27500,27500,310M700US27500,"Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area",M1,1,G3110,1860046361,20694407,+42.6698802,-089.0752844,1880.5787416209243,0.1
,27540,27540,310M700US27540,"Jasper, IN","Jasper, IN Micro Area",M2,2,G3110,1106616363,20892924,+38.3733441,-086.8733845,1126.6132675810802,0.1
122,27600,27600,310M700US27600,"Jefferson, GA","Jefferson, GA Micro Area",M2,2,G3110,879812977,8784885,+34.1309052,-083.5625568,890.0869154664595,0.1
190,27620,27620,310M700US27620,"Jefferson City, MO","Jefferson City, MO Metro Area",M1,1,G3110,5821541193,80017971,+38.6368854,-092.0888760,5925.539261901292,0.1
496,27700,27700,310M700US27700,"Jesup, GA","Jesup, GA Micro Area",M2,2,G3110,1662287074,17768149,+31.5478449,-081.9123763,1688.3908007637526,0.1
304,27740,27740,310M700US27740,"Johnson City, TN","Johnson City, TN Metro Area",M1,1,G3110,2211513394,25981688,+36.2658223,-082.3326926,2245.4246525550825,0.1
306,27780,27780,310M700US27780,"Johnstown, PA","Johnstown, PA Metro Area",M1,1,G3110,1781816295,13645124,+40.5102089,-078.7104876,1815.92674253901,0.1
308,27860,27860,310M700US27860,"Jonesboro, AR","Jonesboro, AR Metro Area",M1,1,G3110,3795527010,28202881,+35.6969781,-090.6501752,3830.983841496932,0.1
309,27900,27900,310M700US27900,"Joplin, MO-KS","Joplin, MO-KS Metro Area",M1,1,G3110,4793621195,20830032,+37.0921351,-094.5006513,4863.629521619951,0.1
,27940,27940,310M700US27940,"Juneau, AK","Juneau, AK Micro Area",M2,2,G3110,7000540329,1437614880,+58.3729099,-134.1784454,9891.385967908349,0.1
,27980,27980,310M700US27980,"Kahului-Wailuku, HI","Kahului-Wailuku, HI Metro Area",M1,1,G3110,3039431893,3309033240,+20.8559308,-156.6015502,27258.000484029006,0.1
310,28020,28020,310M700US28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area",M1,1,G3110,1455466317,47506805,+42.2462657,-085.5328544,1502.318491882108,0.1
,28060,28060,310M700US28060,"Kalispell, MT","Kalispell, MT Micro Area",M2,2,G3110,13176051588,436959228,+48.2954221,-114.0520587,14976.294789685517,0.1
176,28100,28100,310M700US28100,"Kankakee, IL","Kankakee, IL Metro Area",M1,1,G3110,1752101331,12459008,+41.1395105,-087.8611165,1763.3885914669252,0.1
312,28140,28140,310M700US28140,"Kansas City, MO-KS","Kansas City, MO-KS Metro Area",M1,1,G3110,18794338947,301231273,+38.9318567,-094.4438406,19277.551252483256,0.1
,28180,28180,310M700US28180,"Kapaa, HI","Kapaa, HI Micro Area",M2,2,G3110,1605377396,1674359172,+22.0120383,-159.7059653,15081.281938051785,0.1
,28260,28260,310M700US28260,"Kearney, NE","Kearney, NE Micro Area",M2,2,G3110,3844679271,18931382,+40.7385945,-099.0317884,3959.689024356506,0.1
313,28300,28300,310M700US28300,"Keene, NH","Keene, NH Micro Area",M2,2,G3110,1830367239,57589060,+42.9254596,-072.2481828,1954.6223069469456,0.1
258,28340,28340,310M700US28340,"Kendallville, IN","Kendallville, IN Micro Area",M2,2,G3110,1064077378,17068591,+41.4046794,-085.4172708,1080.7500747439153,0.1
,28380,28380,310M700US28380,"Kennett, MO","Kennett, MO Micro Area",M2,2,G3110,1403538813,13708531,+36.1530246,-090.0622538,1418.8096173220883,0.1
314,28420,28420,310M700US28420,"Kennewick-Richland, WA","Kennewick-Richland, WA Metro Area",M1,1,G3110,7619028332,214802389,+46.3641545,-119.2549271,9059.286827779892,0.1
176,28450,28450,310M700US28450,"Kenosha, WI","Kenosha, WI Metro Area",M1,1,G3110,704044388,1248872159,+42.5875256,-087.8799955,1951.5338954966837,0.1
484,28500,28500,310M700US28500,"Kerrville, TX","Kerrville, TX Micro Area",M2,2,G3110,2857619178,10230198,+30.0599530,-099.3533388,2967.7895266881737,0.1
,28540,28540,310M700US28540,"Ketchikan, AK","Ketchikan, AK Micro Area",M2,2,G3110,12579808104,4714991291,+55.4499378,-131.1066847,20456.262084148653,0.1
370,28580,28580,310M700US28580,"Key West-Key Largo, FL","Key West-Key Largo, FL Micro Area",M2,2,G3110,2546045483,11153864044,+25.5861198,-081.0226025,13800.01469309894,0.1
545,28620,28620,310M700US28620,"Kill Devil Hills, NC","Kill Devil Hills, NC Micro Area",M2,2,G3110,992558552,3000513281,+35.6062688,-075.7675364,4094.3846595197388,0.1
,28660,28660,310M700US28660,"Killeen-Temple, TX","Killeen-Temple, TX Metro Area",M1,1,G3110,7300170846,108953979,+31.2027301,-097.7896384,7599.0641717877315,0.1
300,28680,28680,310M700US28680,"Kingsland, GA","Kingsland, GA Micro Area",M2,2,G3110,1632396445,392734814,+30.9133580,-081.6420193,2036.6845420358652,0.1
304,28700,28700,310M700US28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA Metro Area",M1,1,G3110,5207147235,95815040,+36.6041611,-082.4401446,5320.625074921006,0.1
408,28740,28740,310M700US28740,"Kingston, NY","Kingston, NY Metro Area",M1,1,G3110,2911757764,94596810,+41.9472124,-074.2654582,3087.5059008443013,0.1
204,28780,28780,310M700US28780,"Kingsville, TX","Kingsville, TX Micro Area",M2,2,G3110,2282572445,541041659,+27.4387348,-097.6606203,2900.1136914639264,0.1
,28820,28820,310M700US28820,"Kinston, NC","Kinston, NC Micro Area",M2,2,G3110,1033630007,5900299,+35.2400662,-077.6355141,1057.4367448379676,0.1
,28860,28860,310M700US28860,"Kirksville, MO","Kirksville, MO Micro Area",M2,2,G3110,2265278462,7684518,+40.2844889,-092.5651239,2283.732955716698,0.1
408,28880,28880,310M700US28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY","Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",M1,1,G3110,4163871455,144860339,+41.5752737,-074.0338729,4430.729941146762,0.1
,28900,28900,310M700US28900,"Klamath Falls, OR","Klamath Falls, OR Micro Area",M2,2,G3110,15410161575,485164893,+42.6837613,-121.6461682,19254.133471665104,0.1
315,28940,28940,310M700US28940,"Knoxville, TN","Knoxville, TN Metro Area",M1,1,G3110,9067430111,385652853,+36.0444622,-084.1361137,9461.244200628682,0.1
294,29020,29020,310M700US29020,"Kokomo, IN","Kokomo, IN Metro Area",M1,1,G3110,759058623,2194576,+40.4835368,-086.1141178,760.7521268711671,0.1
148,29060,29060,310M700US29060,"Laconia, NH","Laconia, NH Micro Area",M2,2,G3110,1040786578,176534288,+43.5191091,-071.4253661,1264.4611107792314,0.1
317,29100,29100,310M700US29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area",M1,1,G3110,4650275723,180755675,+43.6982642,-091.1101402,4840.28217897964,0.1
318,29180,29180,310M700US29180,"Lafayette, LA","Lafayette, LA Metro Area",M1,1,G3110,7339182343,1144345667,+30.0129611,-092.1365518,8528.456480551822,0.1
320,29200,29200,310M700US29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area",M1,1,G3110,4253356685,23170560,+40.4821533,-087.0171117,4273.191267177181,0.1
,29260,29260,310M700US29260,"La Grande, OR","La Grande, OR Micro Area",M2,2,G3110,5275651491,4936782,+45.3040809,-117.9991488,6075.854306587782,0.1
122,29300,29300,310M700US29300,"LaGrange, GA-AL","LaGrange, GA-AL Micro Area",M2,2,G3110,2617362826,99730437,+32.9702981,-085.2441605,2716.763537308493,0.1
324,29340,29340,310M700US29340,"Lake Charles, LA","Lake Charles, LA Metro Area",M1,1,G3110,7770596291,1785463221,+30.0384514,-093.1900931,9632.705167254351,0.1
264,29380,29380,310M700US29380,"Lake City, FL","Lake City, FL Micro Area",M2,2,G3110,2065197086,10207202,+30.2216509,-082.6233712,2082.856305076726,0.1
,29420,29420,310M700US29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ Metro Area",M1,1,G3110,34530024143,333399390,+35.7177050,-113.7496891,40239.764883597854,0.1
422,29460,29460,310M700US29460,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area",M1,1,G3110,4657407162,549536500,+27.9536855,-081.6934929,5237.938516902323,0.1
548,29470,29470,310M700US29470,"Lake of the Woods, VA","Lake of the Woods, VA Micro Area",M2,2,G3110,881929772,7015339,+38.2493265,-078.0110923,901.8634798057358,0.1
,29540,29540,310M700US29540,"Lancaster, PA","Lancaster, PA Metro Area",M1,1,G3110,2444751653,103368816,+40.0419921,-076.2501980,2599.327687883742,0.1
330,29620,29620,310M700US29620,"Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area",M1,1,G3110,4399454224,41629126,+42.7136586,-084.6053717,4441.766801025755,0.1
,29660,29660,310M700US29660,"Laramie, WY","Laramie, WY Micro Area",M2,2,G3110,11070062826,89554047,+41.6655141,-105.7218826,11834.025767492334,0.1
,29700,29700,310M700US29700,"Laredo, TX","Laredo, TX Metro Area",M1,1,G3110,8706239656,36502178,+27.7607987,-099.3407518,9061.231296175354,0.1
490,29720,29720,310M700US29720,"Lares, PR","Lares, PR Micro Area",M2,2,G3110,159167733,485277,+18.2769246,-066.8695875,178.73320755971812,0.1
238,29740,29740,310M700US29740,"Las Cruces, NM","Las Cruces, NM Metro Area",M1,1,G3110,9863137493,17594316,+32.3499190,-106.8349684,10760.988330868453,0.1
105,29780,29780,310M700US29780,"Las Vegas, NM","Las Vegas, NM Micro Area",M2,2,G3110,17217628895,57473567,+35.6440668,-104.8630266,18410.103603567575,0.1
332,29820,29820,310M700US29820,"Las Vegas-Henderson-North Las Vegas, NV","Las Vegas-Henderson-North Las Vegas, NV Metro Area",M1,1,G3110,20439308560,438384090,+36.2141295,-115.0143977,24375.114485350983,0.1
279,29860,29860,310M700US29860,"Laurel, MS","Laurel, MS Micro Area",M2,2,G3110,3551275208,15812537,+31.8254653,-089.1480537,3567.8718923224324,0.1
246,29900,29900,310M700US29900,"Laurinburg, NC","Laurinburg, NC Micro Area",M2,2,G3110,826569986,3842049,+34.8400226,-079.4773366,839.4765232593653,0.1
312,29940,29940,310M700US29940,"Lawrence, KS","Lawrence, KS Metro Area",M1,1,G3110,1180423633,48879513,+38.8964168,-095.2909475,1244.0669434188192,0.1
400,29980,29980,310M700US29980,"Lawrenceburg, TN","Lawrenceburg, TN Micro Area",M2,2,G3110,1598359119,2218403,+35.2204764,-087.3965460,1599.3520794456488,0.1
334,30020,30020,310M700US30020,"Lawton, OK","Lawton, OK Metro Area",M1,1,G3110,4408054166,61648154,+34.5291130,-098.4309024,4589.136232295475,0.1
,30060,30060,310M700US30060,"Lebanon, MO","Lebanon, MO Micro Area",M2,2,G3110,1980373786,8720826,+37.6596977,-092.5948430,1999.4549481327776,0.1
276,30140,30140,310M700US30140,"Lebanon, PA","Lebanon, PA Metro Area",M1,1,G3110,937148928,1722125,+40.3714482,-076.4648185,956.7861099236914,0.1
,30150,30150,310M700US30150,"Lebanon-Claremont, NH-VT","Lebanon-Claremont, NH-VT Micro Area",M2,2,G3110,10107756583,174767345,+43.7857256,-072.1591415,10639.342189693682,0.1
512,30180,30180,310M700US30180,"Le Mars, IA","Le Mars, IA Micro Area",M2,2,G3110,2234715261,2176851,+42.7376150,-096.2159729,2266.578988477638,0.1
146,30260,30260,310M700US30260,"Lewisburg, PA","Lewisburg, PA Micro Area",M2,2,G3110,818323669,4611409,+40.9621790,-077.0554751,836.5389596719085,0.1
400,30280,30280,310M700US30280,"Lewisburg, TN","Lewisburg, TN Micro Area",M2,2,G3110,972442312,1801922,+35.4683285,-086.7658677,973.4770394717298,0.1
,30300,30300,310M700US30300,"Lewiston, ID-WA","Lewiston, ID-WA Metro Area",M1,1,G3110,3844567743,32544610,+46.2516957,-116.9250166,4399.035687114216,0.1
438,30340,30340,310M700US30340,"Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area",M1,1,G3110,1211995418,75541705,+44.1676811,-070.2074347,1344.441780034582,0.1
,30380,30380,310M700US30380,"Lewistown, PA","Lewistown, PA Micro Area",M2,2,G3110,1064581429,9507558,+40.6016153,-077.6518322,1089.992029991414,0.1
,30420,30420,310M700US30420,"Lexington, NE","Lexington, NE Micro Area",M2,2,G3110,3812424498,26342616,+40.7568158,-099.8219783,3947.706964483708,0.1
336,30460,30460,310M700US30460,"Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area",M1,1,G3110,3807195373,37042535,+38.1028763,-084.4385451,3845.9982111638856,0.1
548,30500,30500,310M700US30500,"Lexington Park, MD","Lexington Park, MD Metro Area",M1,1,G3110,1480834883,1392306823,+38.3126957,-076.5279346,2930.687534519275,0.1
,30580,30580,310M700US30580,"Liberal, KS","Liberal, KS Micro Area",M2,2,G3110,1656693268,1961444,+37.1809599,-100.8552566,1720.150885028012,0.1
338,30620,30620,310M700US30620,"Lima, OH","Lima, OH Metro Area",M1,1,G3110,1042587391,11152061,+40.7716274,-084.1061032,1054.4482146137798,0.1
522,30660,30660,310M700US30660,"Lincoln, IL","Lincoln, IL Micro Area",M2,2,G3110,1600748258,2262329,+40.1292768,-089.3653086,1603.3389480603198,0.1
339,30700,30700,310M700US30700,"Lincoln, NE","Lincoln, NE Metro Area",M1,1,G3110,3649267006,34391238,+40.8174287,-096.8688013,3743.9992156812327,0.1
340,30780,30780,310M700US30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,1,G3110,10577715162,297882920,+34.7557726,-092.4005889,10932.768054394332,0.1
558,30820,30820,310M700US30820,"Lock Haven, PA","Lock Haven, PA Micro Area",M2,2,G3110,2304129980,23182058,+41.2395075,-077.6290090,2360.93682984298,0.1
,30860,30860,310M700US30860,"Logan, UT-ID","Logan, UT-ID Metro Area",M1,1,G3110,4733736206,33268509,+41.8890205,-111.7874375,5278.233949374148,0.1
,30900,30900,310M700US30900,"Logansport, IN","Logansport, IN Micro Area",M2,2,G3110,1067448399,7002034,+40.7537986,-086.3551685,1073.674136923426,0.1
,30980,30980,310M700US30980,"Longview, TX","Longview, TX Metro Area",M1,1,G3110,6942767231,108951107,+32.4316457,-094.6848326,7137.324478315546,0.1
440,31020,31020,310M700US31020,"Longview-Kelso, WA","Longview-Kelso, WA Metro Area",M1,1,G3110,2955587567,65650974,+46.1967854,-122.6784596,3608.136869560752,0.1
105,31060,31060,310M700US31060,"Los Alamos, NM","Los Alamos, NM Micro Area",M2,2,G3110,282626747,208105,+35.8700469,-106.3079679,304.561381678039,0.1
348,31080,31080,310M700US31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,1,G3110,12569524354,2191222299,+34.1087033,-118.1827533,18084.741483333466,0.1
350,31140,31140,310M700US31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN Metro Area",M1,1,G3110,10258457661,205053349,+38.2243628,-085.7019893,10458.74766924127,0.1
352,31180,31180,310M700US31180,"Lubbock, TX","Lubbock, TX Metro Area",M1,1,G3110,13635147266,29132181,+33.4697939,-101.8804118,14314.13348427604,0.1
,31220,31220,310M700US31220,"Ludington, MI","Ludington, MI Micro Area",M2,2,G3110,1281963203,1935616622,+43.9571957,-086.4429369,3215.1547408131764,0.1
,31260,31260,310M700US31260,"Lufkin, TX","Lufkin, TX Micro Area",M2,2,G3110,2066462047,173298854,+31.2518963,-094.6111337,2267.1980266030987,0.1
246,31300,31300,310M700US31300,"Lumberton, NC","Lumberton, NC Micro Area",M2,2,G3110,2453480732,5076395,+34.6392096,-079.1008811,2488.5354974828592,0.1
,31340,31340,310M700US31340,"Lynchburg, VA","Lynchburg, VA Metro Area",M1,1,G3110,5492007122,68479224,+37.3649258,-079.2166894,5621.473151825518,0.1
,31380,31380,310M700US31380,"Macomb, IL","Macomb, IL Micro Area",M2,2,G3110,1526291861,2060301,+40.4558082,-090.6789543,1530.7955990645778,0.1
356,31420,31420,310M700US31420,"Macon-Bibb County, GA","Macon-Bibb County, GA Metro Area",M1,1,G3110,4464077601,36495719,+32.8562163,-083.7143050,4507.5226700384,0.1
,31500,31500,310M700US31500,"Madison, IN","Madison, IN Micro Area",M2,2,G3110,934205477,5991420,+38.7836039,-085.4400900,939.8733473026365,0.1
357,31540,31540,310M700US31540,"Madison, WI","Madison, WI Metro Area",M1,1,G3110,8569853212,200084907,+43.0838459,-089.5977453,8772.733544618495,0.1
,31580,31580,310M700US31580,"Madisonville, KY","Madisonville, KY Micro Area",M2,2,G3110,1404258115,31671290,+37.3110702,-087.5421956,1434.8665510027924,0.1
,31620,31620,310M700US31620,"Magnolia, AR","Magnolia, AR Micro Area",M2,2,G3110,1984098878,1985830,+33.2230377,-093.2328433,2001.06228116433,0.1
284,31680,31680,310M700US31680,"Malvern, AR","Malvern, AR Micro Area",M2,2,G3110,1592697307,18725590,+34.3151767,-092.9441474,1622.0749739504247,0.1
148,31700,31700,310M700US31700,"Manchester-Nashua, NH","Manchester-Nashua, NH Metro Area",M1,1,G3110,2270221473,41290396,+42.9115317,-071.7230554,2399.4091243759267,0.1
,31740,31740,310M700US31740,"Manhattan, KS","Manhattan, KS Metro Area",M1,1,G3110,4752746861,137899967,+39.2684241,-096.5622422,4969.266369245798,0.1
,31820,31820,310M700US31820,"Manitowoc, WI","Manitowoc, WI Micro Area",M2,2,G3110,1526302545,2343337602,+44.1561370,-087.5773525,3866.7579693373355,0.1
359,31860,31860,310M700US31860,"Mankato, MN","Mankato, MN Metro Area",M1,1,G3110,3098505601,93431715,+44.1547900,-094.1477975,3215.023253516323,0.1
360,31900,31900,310M700US31900,"Mansfield, OH","Mansfield, OH Metro Area",M1,1,G3110,1282631595,12560134,+40.7741590,-082.5427812,1298.6865840563944,0.1
425,31930,31930,310M700US31930,"Marietta, OH","Marietta, OH Micro Area",M2,2,G3110,1636805229,20784952,+39.4506764,-081.4906359,1665.4492787915447,0.1
361,31940,31940,310M700US31940,"Marinette, WI-MI","Marinette, WI-MI Micro Area",M2,2,G3110,6328659310,1151668462,+45.4352790,-087.7692157,7475.127916420684,0.1
,31980,31980,310M700US31980,"Marion, IN","Marion, IN Micro Area",M2,2,G3110,1072484434,2101803,+40.5157575,-085.6549455,1074.0729691806437,0.1
172,32000,32000,310M700US32000,"Marion, NC","Marion, NC Micro Area",M2,2,G3110,1139476684,13977729,+35.6822683,-082.0480453,1158.251111675911,0.1
198,32020,32020,310M700US32020,"Marion, OH","Marion, OH Micro Area",M2,2,G3110,1045855309,908577,+40.5880337,-083.1688034,1048.6517391929874,0.1
166,32060,32060,310M700US32060,"Marion-Herrin, IL","Marion-Herrin, IL Micro Area",M2,2,G3110,1088339997,62469420,+37.7303533,-088.9300182,1150.7123589675796,0.1
,32100,32100,310M700US32100,"Marquette, MI","Marquette, MI Micro Area",M2,2,G3110,4685463544,4185295221,+46.6565964,-087.5840278,8864.178583310804,0.1
,32140,32140,310M700US32140,"Marshall, MN","Marshall, MN Micro Area",M2,2,G3110,1850315111,18794794,+44.4091953,-095.8472678,1890.4720183047477,0.1
,32180,32180,310M700US32180,"Marshall, MO","Marshall, MO Micro Area",M2,2,G3110,1956761954,29542462,+39.1358403,-093.2041639,1998.81622605718,0.1
,32260,32260,310M700US32260,"Marshalltown, IA","Marshalltown, IA Micro Area",M2,2,G3110,1482776070,1803080,+42.0416996,-092.9814034,1492.4210926493806,0.1
542,32280,32280,310M700US32280,"Martin, TN","Martin, TN Micro Area",M2,2,G3110,1503107799,3707114,+36.3035963,-088.7211938,1506.49690280654,0.1
,32300,32300,310M700US32300,"Martinsville, VA","Martinsville, VA Micro Area",M2,2,G3110,1018659273,5405363,+36.6825035,-079.8725642,1033.5218138383166,0.1
,32340,32340,310M700US32340,"Maryville, MO","Maryville, MO Micro Area",M2,2,G3110,2271326611,2361588,+40.3611359,-094.8831457,2297.0662902273984,0.1
,32380,32380,310M700US32380,"Mason City, IA","Mason City, IA Micro Area",M2,2,G3110,2508210946,22362730,+43.2137325,-093.2743388,2544.6947671712505,0.1
,32390,32390,310M700US32390,"Massena-Ogdensburg, NY","Massena-Ogdensburg, NY Micro Area",M2,2,G3110,6939939685,366960962,+44.4881125,-075.0743110,7464.007923212297,0.1
364,32420,32420,310M700US32420,"Mayagüez, PR","Mayagüez, PR Metro Area",M1,1,G3110,803042988,892867894,+18.0191696,-067.1665968,1889.5453287057035,0.1
424,32460,32460,310M700US32460,"Mayfield, KY","Mayfield, KY Micro Area",M2,2,G3110,1429043468,13029522,+36.7233435,-088.6498974,1441.6945501459534,0.1
,32540,32540,310M700US32540,"McAlester, OK","McAlester, OK Micro Area",M2,2,G3110,3381261521,187443330,+34.9255401,-095.7481302,3622.465190586979,0.1
365,32580,32580,310M700US32580,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",M1,1,G3110,4069467430,30046707,+26.3963839,-098.1809900,4224.3889837072065,0.1
,32620,32620,310M700US32620,"McComb, MS","McComb, MS Micro Area",M2,2,G3110,2105953036,5144511,+31.1479721,-090.2502268,2114.4435809588067,0.1
,32660,32660,310M700US32660,"McMinnville, TN","McMinnville, TN Micro Area",M2,2,G3110,1120619164,3524883,+35.6782498,-085.7773428,1123.5858918497863,0.1
,32700,32700,310M700US32700,"McPherson, KS","McPherson, KS Micro Area",M2,2,G3110,2326547432,6003328,+38.3958120,-097.6474893,2380.8339235388908,0.1
240,32740,32740,310M700US32740,"Meadville, PA","Meadville, PA Micro Area",M2,2,G3110,2621988045,65390015,+41.6878760,-080.1077950,2707.0889792907715,0.1
366,32780,32780,310M700US32780,"Medford, OR","Medford, OR Metro Area",M1,1,G3110,7208586552,46777807,+42.4116214,-122.6756106,8908.342143166288,0.1
368,32820,32820,310M700US32820,"Memphis, TN-MS-AR","Memphis, TN-MS-AR Metro Area",M1,1,G3110,12878475956,331713415,+35.0103070,-089.8205035,13221.522038966432,0.1
232,32860,32860,310M700US32860,"Menomonie, WI","Menomonie, WI Micro Area",M2,2,G3110,2201902873,35572579,+44.9477513,-091.8976451,2243.909180226744,0.1
488,32900,32900,310M700US32900,"Merced, CA","Merced, CA Metro Area",M1,1,G3110,5019407136,105277636,+37.1948063,-120.7228019,6370.284027295972,0.1
,32940,32940,310M700US32940,"Meridian, MS","Meridian, MS Micro Area",M2,2,G3110,3613684137,34801600,+32.2197008,-088.6704006,3647.8268617139884,0.1
190,33020,33020,310M700US33020,"Mexico, MO","Mexico, MO Micro Area",M2,2,G3110,1792918420,11843439,+39.2144810,-091.8434182,1811.1099203746496,0.1
309,33060,33060,310M700US33060,"Miami, OK","Miami, OK Micro Area",M2,2,G3110,1219410535,35714103,+36.8357635,-094.8026814,1269.2024856983885,0.1
370,33100,33100,310M700US33100,"Miami-Fort Lauderdale-West Palm Beach, FL","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",M1,1,G3110,13123918546,2625668566,+26.1018281,-080.4787552,15903.94209001981,0.1
176,33140,33140,310M700US33140,"Michigan City-La Porte, IN","Michigan City-La Porte, IN Metro Area",M1,1,G3110,1549559364,38775325,+41.5490129,-086.7447386,1587.0862819886472,0.1
371,33180,33180,310M700US33180,"Middlesborough, KY","Middlesborough, KY Micro Area",M2,2,G3110,929803430,5484276,+36.7289281,-083.6807180,936.5755448994017,0.1
474,33220,33220,310M700US33220,"Midland, MI","Midland, MI Metro Area",M1,1,G3110,1342738431,24953314,+43.6482031,-084.3794144,1368.0941838076048,0.1
372,33260,33260,310M700US33260,"Midland, TX","Midland, TX Metro Area",M1,1,G3110,4701639910,6184783,+32.0923594,-101.9945395,4942.570111666098,0.1
,33300,33300,310M700US33300,"Milledgeville, GA","Milledgeville, GA Micro Area",M2,2,G3110,670028049,24803188,+33.0594897,-083.2554566,696.3791391349652,0.1
376,33340,33340,310M700US33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,1,G3110,3768010013,4835692832,+42.9126431,-087.8623115,8597.928693164102,0.1
508,33380,33380,310M700US33380,"Minden, LA","Minden, LA Micro Area",M2,2,G3110,1536688180,55947134,+32.7321522,-093.3398245,1605.2649089991528,0.1
206,33420,33420,310M700US33420,"Mineral Wells, TX","Mineral Wells, TX Micro Area",M2,2,G3110,2467090695,85364147,+32.7522042,-098.3179673,2622.1290899220567,0.1
378,33460,33460,310M700US33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,1,G3110,18253149150,1224416387,+45.0966640,-093.2753610,19579.661489406368,0.1
,33500,33500,310M700US33500,"Minot, ND","Minot, ND Metro Area",M1,1,G3110,12339259479,249224323,+48.3202424,-101.1980099,12923.978391143319,0.1
,33540,33540,310M700US33540,"Missoula, MT","Missoula, MT Metro Area",M1,1,G3110,9874667070,74477228,+47.0695448,-114.2626684,11016.74306850266,0.1
,33580,33580,310M700US33580,"Mitchell, SD","Mitchell, SD Micro Area",M2,2,G3110,3728177144,8539832,+43.8260908,-098.0216515,3806.363243971629,0.1
190,33620,33620,310M700US33620,"Moberly, MO","Moberly, MO Micro Area",M2,2,G3110,1250220621,13254192,+39.4392486,-092.4929595,1269.442824211994,0.1
380,33660,33660,310M700US33660,"Mobile, AL","Mobile, AL Metro Area",M1,1,G3110,3184078558,1073996733,+30.6845725,-088.1965682,4256.0662206240295,0.1
488,33700,33700,310M700US33700,"Modesto, CA","Modesto, CA Metro Area",M1,1,G3110,3875010967,46378776,+37.5623162,-121.0028311,4880.131081342851,0.1
384,33740,33740,310M700US33740,"Monroe, LA","Monroe, LA Metro Area",M1,1,G3110,7349934230,180602303,+32.6739600,-092.0583184,7566.392459144988,0.1
220,33780,33780,310M700US33780,"Monroe, MI","Monroe, MI Metro Area",M1,1,G3110,1422841177,338180469,+41.9160970,-083.4871059,1763.28424000752,0.1
388,33860,33860,310M700US33860,"Montgomery, AL","Montgomery, AL Metro Area",M1,1,G3110,7030300104,186421299,+32.3656313,-086.4045848,7211.624751200645,0.1
